"key","item_type","item_name","generic","class","source_file","ownership","intended_package","current_status","direct_callers","transitive_callers","tests","documentation","known_downstream_callers","lifecycle_action","target_release","protected_call_graph"
"export:quadform.sample.dataset","export","quadform.sample.dataset","","","R/quadform_geodesics.R","CORE-ANALYSIS","gflow","public-export","none","none","tests/testthat/test-quadform-geodesics.R","man/quadform.sample.dataset.Rd","geodesic_data_geometry:experiments/geodesic-distance-estimation/notes/gflowui_quadform_benchmark_explorer_brief.md:126;geodesic_data_geometry:experiments/geodesic-distance-estimation/notes/quadform_4d_reference_oracle_brief.md:120;geodesic_data_geometry:experiments/geodesic-distance-estimation/notes/quadform_4d_reference_oracle_brief.md:80;geodesicMDS:experiments/edge-isometric-repulsive-unfolding-initial-suite/R/fixtures.R:10;grip:dev/quadforms/quadform_gflow_graph_constructor_notes.md:500;grip:dev/quadforms/quadform_gflow_graph_constructor_notes.md:501;grip:dev/quadforms/quadform_gflow_graph_constructor_notes.md:59;grip:dev/quadforms/quadform_gflow_graph_constructor_notes.md:77","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:relabel.extrema","export","relabel.extrema","","","R/extrema_utils.R","PROTECTED","gflow","public-export","relabel.extrema","relabel.extrema","none","man/relabel.extrema.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:replace.basin.label","export","replace.basin.label","","","R/graph_gradient_flow.R","PROTECTED","gflow","public-export","none","none","none","man/replace.basin.label.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:scan.resolution","export","scan.resolution","","","R/scan_resolution.R","CORE-ANALYSIS","gflow","public-export","none","none","none","man/scan.resolution.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:scan.stability","export","scan.stability","","","R/scan_stability.R","CORE-ANALYSIS","gflow","public-export","none","none","none","man/scan.stability.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:select.max.density.trajectory","export","select.max.density.trajectory","","","R/harmonic_extension.R","CORE-ANALYSIS","gflow","public-export","none","none","none","man/select.max.density.trajectory.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:select3D.points","export","select3D.points","","","R/select_pts.R","CORE-PRIVATE","gflow-internal-or-specialist-package","public-export","select3D.points.profiles","select3D.points.profiles","none","man/select3D.points.Rd","none","REVIEW-AND-DEEXPORT","phase-5-or-6","no"
"export:select3D.points.html","export","select3D.points.html","","","R/select_pts.R","CORE-PRIVATE","gflow-internal-or-specialist-package","public-export","none","none","none","man/select3D.points.html.Rd","gflow-w2:tests/manual/select3D_points_html_evenness_k05_driver.R:173","REVIEW-AND-DEEXPORT","phase-5-or-6","no"
"export:select3D.points.plotly","export","select3D.points.plotly","","","R/select_pts.R","CORE-PRIVATE","gflow-internal-or-specialist-package","public-export","none","none","none","man/select3D.points.plotly.Rd","gflow-w2:tests/manual/select3D_points_html_evenness_k05_driver.R:184","REVIEW-AND-DEEXPORT","phase-5-or-6","no"
"export:select3D.points.profiles","export","select3D.points.profiles","","","R/select_pts.R","CORE-PRIVATE","gflow-internal-or-specialist-package","public-export","none","none","none","man/select3D.points.profiles.Rd","none","REVIEW-AND-DEEXPORT","phase-5-or-6","no"
"export:separatrices.with.cells.plot","export","separatrices.with.cells.plot","","","R/2d_smooth_morse_smale.R","PROTECTED","gflow","public-export","none","none","none","man/separatrices.with.cells.plot.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:set.boundary","export","set.boundary","","","R/graph_gradient_flow_basins.R","PROTECTED","gflow","public-export","lmax.basins;lmin.basins","compute.graph.gradient.flow;lmax.basins;lmin.basins","none","man/set.boundary.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:show.profile","export","show.profile","","","R/select_pts.R","CORE-PRIVATE","gflow-internal-or-specialist-package","public-export","none","none","none","man/show.profile.Rd","none","REVIEW-AND-DEEXPORT","phase-5-or-6","no"
"export:signif_df","export","signif_df","","","R/utils.R","CORE-PRIVATE","gflow-internal-or-specialist-package","public-export","none","none","none","man/signif_df.Rd","none","REVIEW-AND-DEEXPORT","phase-5-or-6","no"
"export:standardize.string","export","standardize.string","","","R/annotation.R","CORE-PRIVATE","gflow-internal-or-specialist-package","public-export","E.geodesic.X","E.geodesic.X","none","man/standardize.string.Rd","none","REVIEW-AND-DEEXPORT","phase-5-or-6","no"
"export:suggest.threshold","export","suggest.threshold","","","R/gflow_cx.R","PROTECTED","gflow","public-export","none","none","none","man/suggest.threshold.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:traj.frechet.distance.graph","export","traj.frechet.distance.graph","","","R/trajectory_distances.R","DGRAPHS","dgraphs","public-export","none","none","none","man/traj.frechet.distance.graph.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:traj.lcss.distance.graph","export","traj.lcss.distance.graph","","","R/trajectory_distances.R","DGRAPHS","dgraphs","public-export","none","none","none","man/traj.lcss.distance.graph.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:traj.local.cost.graph","export","traj.local.cost.graph","","","R/trajectory_distances.R","DGRAPHS","dgraphs","public-export","traj.frechet.distance.graph;traj.lcss.distance.graph;trajectory.dist","traj.frechet.distance.graph;traj.lcss.distance.graph;trajectory.dist","none","man/traj.local.cost.graph.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:traj.points","export","traj.points","","","R/trajectory_distances.R","DGRAPHS","dgraphs","public-export","trajectory.dist","trajectory.dist","none","man/traj.points.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:trajectory.dist","export","trajectory.dist","","","R/trajectory_distances.R","DGRAPHS","dgraphs","public-export","none","none","none","man/trajectory.dist.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:trajectory.distances.to.vertex","export","trajectory.distances.to.vertex","","","R/gfc_flow.R","PROTECTED","gflow","public-export","none","none","none","man/trajectory.distances.to.vertex.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:triangle.plot","export","triangle.plot","","","R/graphics.R","DGRAPHS","dgraphs","public-export","none","none","none","man/triangle.plot.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:uncovered.vertices.gfc.flow","export","uncovered.vertices.gfc.flow","","","R/gfc_flow.R","PROTECTED","gflow","public-export","print.gfc.flow","print.gfc.flow","none","man/uncovered.vertices.gfc.flow.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:vars.approx.monotonically.assoc.with.geodesic","export","vars.approx.monotonically.assoc.with.geodesic","","","R/geodesics.R","CORE-ANALYSIS","gflow","public-export","none","none","none","man/vars.approx.monotonically.assoc.with.geodesic.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:vertex.cell.trajectory.gfc.flow","export","vertex.cell.trajectory.gfc.flow","","","R/gfc_flow.R","PROTECTED","gflow","public-export","none","none","none","man/vertex.cell.trajectory.gfc.flow.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:vertex.distances.to.trajectory","export","vertex.distances.to.trajectory","","","R/gfc_flow.R","PROTECTED","gflow","public-export","none","none","none","man/vertex.distances.to.trajectory.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:vertices","export","vertices","","","R/local_extrema.R","PROTECTED","gflow","public-export","none","none","tests/testthat/helper-nerve-utils.R;tests/testthat/test-basin-complex-phase-b.R;tests/testthat/test-basin-complex-phase-c.R;tests/testthat/test-basin-complex-phase-d.R;tests/testthat/test-basin-complex-phase-e.R;tests/testthat/test-basin-complex-phase-f.R;tests/testthat/test-basin-complex-phase-g.R;tests/testthat/test-basin-complex-plateau-flow.R;tests/testthat/test-compute-gfc-summary-harmonization.R;tests/testthat/test-dgraphs-namespace-boundary.R;tests/testthat/test-diffusion-pseudotime-sparse.R;tests/testthat/test-graph-cltr-imputation.R;tests/testthat/test-graph-geodesic-distances.R;tests/testthat/test-label-extrema-leaders-3d.R;tests/testthat/test-lcor-hop-radius.R;tests/testthat/test-nerve-construction.R;tests/testthat/test-phase2-smoothing-boundary.R;tests/testthat/test-quadform-geodesics.R;tests/testthat/test-rtcb-basins.R;tests/testthat/test-tube-lens-corridor.R","man/vertices.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:visualize.grid.function","export","visualize.grid.function","","","R/graph_utils.R","DGRAPHS","dgraphs","public-export","none","none","none","man/visualize.grid.function.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:visualize.smoothing.steps","export","visualize.smoothing.steps","","","R/gflow_cx.R","PROTECTED","gflow","public-export","none","none","none","man/visualize.smoothing.steps.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:weighted.p.value","export","weighted.p.value","","","R/pvalue_utils.R","CORE-ASSOCIATION","gflow","public-export","fassoc0.test;fassoc1.test;weighted.p.value.summary","E.geodesic.X;fassoc.test;fassoc0.test;fassoc1.test;weighted.p.value.summary","none","man/weighted.p.value.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"export:weighted.p.value.summary","export","weighted.p.value.summary","","","R/pvalue_utils.R","CORE-ASSOCIATION","gflow","public-export","none","none","none","man/weighted.p.value.summary.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"s3:as.basin.complex:basin_complex","s3","as.basin.complex.basin_complex","as.basin.complex","basin_complex","R/basin_complex.R","PROTECTED","gflow","registered-s3","none","none","none","none","none","PROTECT","outside-cleanup-scope","yes"
"s3:as.basin.complex:basin_cx","s3","as.basin.complex.basin_cx","as.basin.complex","basin_cx","R/basin_complex_converters.R","PROTECTED","gflow","registered-s3","none","none","none","none","none","PROTECT","outside-cleanup-scope","yes"
"s3:as.basin.complex:basins_of_attraction","s3","as.basin.complex.basins_of_attraction","as.basin.complex","basins_of_attraction","R/basin_complex_converters.R","PROTECTED","gflow","registered-s3","none","none","none","none","none","PROTECT","outside-cleanup-scope","yes"
"s3:as.basin.complex:default","s3","as.basin.complex.default","as.basin.complex","default","R/basin_complex.R","PROTECTED","gflow","registered-s3","none","none","none","none","none","PROTECT","outside-cleanup-scope","yes"
"s3:as.basin.complex:gfc.flow","s3","as.basin.complex.gfc.flow","as.basin.complex","gfc.flow","R/basin_complex_converters.R","PROTECTED","gflow","registered-s3","none","none","none","none","none","PROTECT","outside-cleanup-scope","yes"
"s3:as.data.frame:basin_complex","s3","as.data.frame.basin_complex","as.data.frame","basin_complex","R/basin_complex.R","PROTECTED","gflow","registered-s3","none","none","none","none","none","PROTECT","outside-cleanup-scope","yes"
"s3:as.data.frame:harmonic_extension","s3","as.data.frame.harmonic_extension","as.data.frame","harmonic_extension","R/harmonic_extension.R","CORE-ANALYSIS","gflow","registered-s3","none","none","none","man/as.data.frame.harmonic_extension.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"s3:basin:basin_complex","s3","basin.basin_complex","basin","basin_complex","R/basin_complex.R","PROTECTED","gflow","registered-s3","none","none","none","none","none","PROTECT","outside-cleanup-scope","yes"
"s3:basin:basins_of_attraction","s3","basin.basins_of_attraction","basin","basins_of_attraction","R/compute_basins_of_attraction.R","PROTECTED","gflow","registered-s3","basins.basins_of_attraction","basins.basins_of_attraction","none","man/basin.basins_of_attraction.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:basin:cx.merge","s3","basin.cx.merge","basin","cx.merge","R/basin_cx.R","PROTECTED","gflow","registered-s3","none","none","none","man/basin.cx.merge.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:basin:feature.carriers","s3","basin.feature.carriers","basin","feature.carriers","R/gfc_flow.R","PROTECTED","gflow","registered-s3","none","none","none","man/basin.feature.carriers.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:basin:prev.eval","s3","basin.prev.eval","basin","prev.eval","R/gfc_flow.R","PROTECTED","gflow","registered-s3","none","none","none","man/basin.prev.eval.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:basin:trajectories","s3","basin.trajectories","basin","trajectories","R/gfc_flow.R","PROTECTED","gflow","registered-s3","none","none","none","man/basin.trajectories.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:basin:trajectories.gfc.flow","s3","basin.trajectories.gfc.flow","basin","trajectories.gfc.flow","R/gfc_flow.R","PROTECTED","gflow","registered-s3","none","none","none","man/basin.trajectories.gfc.flow.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:basin:vertices","s3","basin.vertices","basin","vertices","R/gfc_flow.R","PROTECTED","gflow","registered-s3","none","none","none","man/basin.vertices.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:basins:basin_complex","s3","basins.basin_complex","basins","basin_complex","R/basin_complex.R","PROTECTED","gflow","registered-s3","none","none","none","none","none","PROTECT","outside-cleanup-scope","yes"
"s3:basins:basins_of_attraction","s3","basins.basins_of_attraction","basins","basins_of_attraction","R/compute_basins_of_attraction.R","PROTECTED","gflow","registered-s3","none","none","none","man/basins.basins_of_attraction.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:basins:merge","s3","basins.merge","basins","merge","R/graph_gradient_flow.R","PROTECTED","gflow","registered-s3","none","none","none","man/basins.merge.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:basins:union","s3","basins.union","basins","union","R/basin_cx.R","PROTECTED","gflow","registered-s3","none","none","none","man/basins.union.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:cell.trajectories:gfc.flow","s3","cell.trajectories.gfc.flow","cell.trajectories","gfc.flow","R/gfc_flow.R","PROTECTED","gflow","registered-s3","cluster.cell.trajectories","cluster.cell.trajectories","none","man/cell.trajectories.gfc.flow.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:cell.trajectories:max.edge.length","s3","cell.trajectories.max.edge.length","cell.trajectories","max.edge.length","R/gfc_flow.R","PROTECTED","gflow","registered-s3","none","none","none","man/cell.trajectories.max.edge.length.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:cell.trajectories:monotonicity","s3","cell.trajectories.monotonicity","cell.trajectories","monotonicity","R/gfc_flow.R","PROTECTED","gflow","registered-s3","none","none","none","man/cell.trajectories.monotonicity.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:describe:hclust_select_k","s3","describe.hclust_select_k","describe","hclust_select_k","R/clustering.R","CORE-PRIVATE","gflow-internal-or-specialist-package","registered-s3","none","none","none","man/describe.hclust_select_k.Rd","none","REVIEW-AND-DEEXPORT","phase-5-or-6","no"
"s3:identify:bottlenecks","s3","identify.bottlenecks","identify","bottlenecks","R/madag.R","CORE-ANALYSIS","gflow","registered-s3","none","none","none","man/identify.bottlenecks.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"s3:identify:gradient.flow.cells","s3","identify.gradient.flow.cells","identify","gradient.flow.cells","R/gradient_basin_utilities.R","PROTECTED","gflow","registered-s3","none","none","none","man/identify.gradient.flow.cells.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:list.basins:default","s3","list.basins.default","list.basins","default","R/gfc_flow.R","PROTECTED","gflow","registered-s3","none","none","none","none","none","PROTECT","outside-cleanup-scope","yes"
"s3:list.basins:gfc.flow","s3","list.basins.gfc.flow","list.basins","gfc.flow","R/gfc_flow.R","PROTECTED","gflow","registered-s3","none","none","none","man/list.basins.gfc.flow.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:list.cells:default","s3","list.cells.default","list.cells","default","R/gfc_flow.R","PROTECTED","gflow","registered-s3","none","none","none","none","none","PROTECT","outside-cleanup-scope","yes"
"s3:list.cells:gfc.flow","s3","list.cells.gfc.flow","list.cells","gfc.flow","R/gfc_flow.R","PROTECTED","gflow","registered-s3","none","none","none","man/list.cells.gfc.flow.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:lmax:basin_summary","s3","lmax.basin_summary","lmax","basin_summary","R/compute_basins_of_attraction.R","PROTECTED","gflow","registered-s3","none","none","none","man/lmax.basin_summary.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:lmax:basins","s3","lmax.basins","lmax","basins","R/graph_gradient_flow_basins.R","PROTECTED","gflow","registered-s3","compute.graph.gradient.flow","compute.graph.gradient.flow","none","man/lmax.basins.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:lmin:basin_summary","s3","lmin.basin_summary","lmin","basin_summary","R/compute_basins_of_attraction.R","PROTECTED","gflow","registered-s3","none","none","none","man/lmin.basin_summary.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:lmin:basins","s3","lmin.basins","lmin","basins","R/graph_gradient_flow_basins.R","PROTECTED","gflow","registered-s3","compute.graph.gradient.flow","compute.graph.gradient.flow","none","man/lmin.basins.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:merge:clustered.basins","s3","merge.clustered.basins","merge","clustered.basins","R/merge_clustered_basins.R","PROTECTED","gflow","registered-s3","none","none","none","man/merge.clustered.basins.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:merge:gfc.basins","s3","merge.gfc.basins","merge","gfc.basins","R/gfc_flow.R","PROTECTED","gflow","registered-s3","none","none","none","man/merge.gfc.basins.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:merge:gfc.flow.basins","s3","merge.gfc.flow.basins","merge","gfc.flow.basins","R/gfc_flow.R","PROTECTED","gflow","registered-s3","merge.gfc.basins","merge.gfc.basins","none","man/merge.gfc.flow.basins.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:merge:two.basins","s3","merge.two.basins","merge","two.basins","R/merge_two_extrema.R","CORE-ANALYSIS","gflow","registered-s3","none","none","none","man/merge.two.extrema.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"s3:merge:two.extrema","s3","merge.two.extrema","merge","two.extrema","R/merge_two_extrema.R","PROTECTED","gflow","registered-s3","merge.gfc.basins;merge.two.basins","merge.gfc.basins;merge.two.basins","none","man/merge.two.extrema.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:plot:basin_complex","s3","plot.basin_complex","plot","basin_complex","R/basin_complex.R","PROTECTED","gflow","registered-s3","none","none","none","none","none","PROTECT","outside-cleanup-scope","yes"
"s3:plot:basin_cx","s3","plot.basin_cx","plot","basin_cx","R/basin_cx.R","PROTECTED","gflow","registered-s3","none","none","none","man/plot.basin_cx.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:plot:chain.with.path","s3","plot.chain.with.path","plot","chain.with.path","R/graphics.R","DGRAPHS","dgraphs","registered-s3","none","none","none","man/plot.chain.with.path.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"s3:plot:circular_parameterization","s3","plot.circular_parameterization","plot","circular_parameterization","R/parameterize_circular_graph.R","CORE-ANALYSIS","gflow","registered-s3","none","none","none","man/plot.circular_parameterization.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"s3:plot:comono.diagnostics","s3","plot.comono.diagnostics","plot","comono.diagnostics","R/analyze_comono_distributions.R","CORE-ANALYSIS","gflow","registered-s3","none","none","none","man/plot.comono.diagnostics.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"s3:plot:component","s3","plot.component","plot","component","R/plot_graph_component.R","CORE-ANALYSIS","gflow","registered-s3","plot.components.multi","plot.components.multi","none","man/plot.component.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"s3:plot:components.multi","s3","plot.components.multi","plot","components.multi","R/plot_graph_component.R","CORE-ANALYSIS","gflow","registered-s3","none","none","none","man/plot.components.multi.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"s3:plot:distance.quantile.bins","s3","plot.distance.quantile.bins","plot","distance.quantile.bins","R/distance_quantile_bin_analysis.R","CORE-ANALYSIS","gflow","registered-s3","none","none","none","none","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"s3:plot:feature.prevalence","s3","plot.feature.prevalence","plot","feature.prevalence","R/gfc_flow.R","PROTECTED","gflow","registered-s3","none","none","none","man/plot.feature.prevalence.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:plot:gfc_modulation","s3","plot.gfc_modulation","plot","gfc_modulation","R/compute_gfc_modulation.R","CORE-ANALYSIS","gflow","registered-s3","none","none","none","man/plot.gfc_modulation.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"s3:plot:gflow_graph","s3","plot.gflow_graph","plot","gflow_graph","R/gflow_graph_plot.R","CORE-ANALYSIS","gflow","registered-s3","none","none","none","man/plot.gflow_graph.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"s3:plot:ggraph","s3","plot.ggraph","plot","ggraph","R/graphics.R","DGRAPHS","dgraphs","registered-s3","none","none","none","man/plot.ggraph.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"s3:plot:graphMScx","s3","plot.graphMScx","plot","graphMScx","R/graphics.R","DGRAPHS","dgraphs","registered-s3","none","none","none","man/plot.graphMScx.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"s3:plot:hclust_select_k","s3","plot.hclust_select_k","plot","hclust_select_k","R/clustering.R","CORE-PRIVATE","gflow-internal-or-specialist-package","registered-s3","none","none","none","man/plot.hclust_select_k.Rd","none","REVIEW-AND-DEEXPORT","phase-5-or-6","no"
"s3:plot:kh.matrix","s3","plot.kh.matrix","plot","kh.matrix","R/graphics.R","DGRAPHS","dgraphs","registered-s3","none","none","none","man/plot.kh.matrix.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"s3:plot:local_extrema","s3","plot.local_extrema","plot","local_extrema","R/local_extrema.R","PROTECTED","gflow","registered-s3","none","none","none","man/plot.local_extrema.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:plot:model.errors","s3","plot.model.errors","plot","model.errors","R/graphics.R","DGRAPHS","dgraphs","registered-s3","none","none","none","man/plot.model.errors.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"s3:plot:morse.smale.trajectories.from.point","s3","plot.morse.smale.trajectories.from.point","plot","morse.smale.trajectories.from.point","R/2d_smooth_morse_smale.R","PROTECTED","gflow","registered-s3","none","none","none","man/plot.morse.smale.trajectories.from.point.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:plot:prediction.errors","s3","plot.prediction.errors","plot","prediction.errors","R/graphics.R","DGRAPHS","dgraphs","registered-s3","none","none","none","man/plot.prediction.errors.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"s3:plot:star_object","s3","plot.star_object","plot","star_object","R/graph_generators.R","EXAMPLE","tests-or-external-examples","registered-s3","none","none","none","man/plot.star_object.Rd","none","DEEXPORT-THEN-MOVE","phase-5","no"
"s3:print:basin_complex","s3","print.basin_complex","print","basin_complex","R/basin_complex.R","PROTECTED","gflow","registered-s3","none","none","none","none","none","PROTECT","outside-cleanup-scope","yes"
"s3:print:basin_cx","s3","print.basin_cx","print","basin_cx","R/basin_cx.R","PROTECTED","gflow","registered-s3","none","none","none","man/print.basin_cx.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:print:basins_of_attraction","s3","print.basins_of_attraction","print","basins_of_attraction","R/compute_gfc.R","PROTECTED","gflow","registered-s3","none","none","none","man/print.basins_of_attraction.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:print:circular_parameterization","s3","print.circular_parameterization","print","circular_parameterization","R/parameterize_circular_graph.R","CORE-ANALYSIS","gflow","registered-s3","none","none","none","man/print.circular_parameterization.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"s3:print:gfc_basins","s3","print.gfc_basins","print","gfc_basins","R/compute_gfc_basins.R","PROTECTED","gflow","registered-s3","none","none","none","man/print.gfc_basins.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:print:gfc_cell_trajectories","s3","print.gfc_cell_trajectories","print","gfc_cell_trajectories","R/gfc_flow.R","PROTECTED","gflow","registered-s3","none","none","none","man/print.gfc_cell_trajectories.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:print:gfc_modulation","s3","print.gfc_modulation","print","gfc_modulation","R/compute_gfc_modulation.R","CORE-ANALYSIS","gflow","registered-s3","none","none","none","man/print.gfc_modulation.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"s3:print:gfc.flow","s3","print.gfc.flow","print","gfc.flow","R/gfc_flow.R","PROTECTED","gflow","registered-s3","none","none","none","man/print.gfc.flow.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:print:gfcor","s3","print.gfcor","print","gfcor","R/gfcor.R","CORE-ASSOCIATION","gflow","registered-s3","none","none","none","man/print.gfcor.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"s3:print:gflow_cx","s3","print.gflow_cx","print","gflow_cx","R/gflow_cx.R","PROTECTED","gflow","registered-s3","none","none","none","man/print.gflow_cx.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:print:gflow_graph","s3","print.gflow_graph","print","gflow_graph","R/gflow_graph.R","CORE-ANALYSIS","gflow","registered-s3","none","none","none","man/print.gflow_graph.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"s3:print:gradient_flow_cells","s3","print.gradient_flow_cells","print","gradient_flow_cells","R/gradient_basin_utilities.R","PROTECTED","gflow","registered-s3","none","none","none","man/print.gradient_flow_cells.Rd","none","PROTECT","outside-cleanup-scope","yes"
"s3:print:harmonic_extension","s3","print.harmonic_extension","print","harmonic_extension","R/harmonic_extension.R","CORE-ANALYSIS","gflow","registered-s3","none","none","none","man/print.harmonic_extension.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"s3:print:hclust_select_k","s3","print.hclust_select_k","print","hclust_select_k","R/clustering.R","CORE-PRIVATE","gflow-internal-or-specialist-package","registered-s3","none","none","none","man/print.hclust_select_k.Rd","none","REVIEW-AND-DEEXPORT","phase-5-or-6","no"
"s3:print:lcor_matrix_matrix_result","s3","print.lcor_matrix_matrix_result","print","lcor_matrix_matrix_result","R/lcor.R","CORE-ASSOCIATION","gflow","registered-s3","none","none","none","man/print.lcor_matrix_matrix_result.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"s3:print:lcor_vector_matrix_result","s3","print.lcor_vector_matrix_result","print","lcor_vector_matrix_result","R/lcor.R","CORE-ASSOCIATION","gflow","registered-s3","none","none","none","man/print.lcor_vector_matrix_result.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"s3:print:lcor.posterior","s3","print.lcor.posterior","print","lcor.posterior","R/lcor_with_posterior.R","CORE-ASSOCIATION","gflow","registered-s3","none","none","none","none","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"s3:print:lslope_gradient_result","s3","print.lslope_gradient_result","print","lslope_gradient_result","R/lslope.R","CORE-ASSOCIATION","gflow","registered-s3","none","none","none","man/print.lslope_gradient_result.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"s3:print:lslope_matrix_matrix_result","s3","print.lslope_matrix_matrix_result","print","lslope_matrix_matrix_result","R/lslope.R","CORE-ASSOCIATION","gflow","registered-s3","none","none","none","man/print.lslope_matrix_matrix_result.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"s3:print:lslope_neighborhood_result","s3","print.lslope_neighborhood_result","print","lslope_neighborhood_result","R/lslope.R","CORE-ASSOCIATION","gflow","registered-s3","none","none","none","man/print.lslope_neighborhood_result.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"s3:print:lslope_vector_matrix_result","s3","print.lslope_vector_matrix_result","print","lslope_vector_matrix_result","R/lslope.R","CORE-ASSOCIATION","gflow","registered-s3","none","none","none","man/print.lslope_vector_matrix_result.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
